intent,question,answer
chemi_book,Where can I get a chemi book?,Chemistry books are located on Level 1 under DDC 540. You can borrow them there.
chemi_book,Which part of the library has chemi books?,Chemistry books are located on Level 1 under DDC 540. You can borrow them there.
chemistry_book,chemistry book kat mana ah,Chemistry books are located on Level 1 under DDC 540. You can borrow them there.
chemistry_book,I nak cari chemistry book,Chemistry books are located on Level 1 under DDC 540. You can borrow them there.
chemistry_book,chemistry book di level mana,Chemistry books are located on Level 1 under DDC 540. You can borrow them there.
chemistry_book,I want to borrow chemistry book.,Chemistry books are located on Level 1 under DDC 540. You can borrow them there.
chemistry_book,Where are chemistry books?,Chemistry books are located on Level 1 under DDC 540. You can borrow them there.
chemistry_book,Where can I find chemistry books?,Chemistry books are located on Level 1 under DDC 540. You can borrow them there.
chemistry_book,chemistry book level what?,Chemistry books are located on Level 1 under DDC 540. You can borrow them there.
chemistry_book,where chemistry books ah?,Chemistry books are located on Level 1 under DDC 540. You can borrow them there.
chemistry_book,Where is the chemistry section?,Chemistry books are located on Level 1 under DDC 540. You can borrow them there.
chemistry_book,Which level has the chemistry books?,Chemistry books are located on Level 1 under DDC 540. You can borrow them there.
chemistry_book,What floor are the chemistry books on?,Chemistry books are located on Level 1 under DDC 540. You can borrow them there.
chemistry_book,Where can I get a chemistry book?,Chemistry books are located on Level 1 under DDC 540. You can borrow them there.
chemistry_book,Which part of the library has chemistry books?,Chemistry books are located on Level 1 under DDC 540. You can borrow them there.
coding_book,coding book kat mana ah,Computer programming books are located on Level 1A under DDC 5. You can borrow them there.
coding_book,I nak cari coding book,Computer programming books are located on Level 1A under DDC 5. You can borrow them there.
coding_book,coding book di level mana,Computer programming books are located on Level 1A under DDC 5. You can borrow them there.
coding_book,I want to borrow coding book.,Computer programming books are located on Level 1A under DDC 5. You can borrow them there.
coding_book,Where are coding books?,Computer programming books are located on Level 1A under DDC 5. You can borrow them there.
coding_book,Where can I find programming books?,Computer programming books are located on Level 1A under DDC 5. You can borrow them there.
coding_book,coding book level what?,Computer programming books are located on Level 1A under DDC 5. You can borrow them there.
coding_book,where coding books ah?,Computer programming books are located on Level 1A under DDC 5. You can borrow them there.
coding_book,Where is the coding section?,Computer programming books are located on Level 1A under DDC 5. You can borrow them there.
coding_book,Which level has the coding books?,Computer programming books are located on Level 1A under DDC 5. You can borrow them there.
coding_book,What floor are the coding books on?,Computer programming books are located on Level 1A under DDC 5. You can borrow them there.
coding_book,Where can I get a coding book?,Computer programming books are located on Level 1A under DDC 5. You can borrow them there.
coding_book,Which part of the library has coding books?,Computer programming books are located on Level 1A under DDC 5. You can borrow them there.
programming_book,programming book kat mana ah,Computer programming books are located on Level 1A under DDC 5. You can borrow them there.
programming_book,I nak cari programming book,Computer programming books are located on Level 1A under DDC 5. You can borrow them there.
programming_book,programming book di level mana,Computer programming books are located on Level 1A under DDC 5. You can borrow them there.
programming_book,I want to borrow programming book.,Computer programming books are located on Level 1A under DDC 5. You can borrow them there.
programming_book,Where are programming books?,Computer programming books are located on Level 1A under DDC 5. You can borrow them there.
programming_book,Where can I find programming books?,Computer programming books are located on Level 1A under DDC 5. You can borrow them there.
programming_book,programming book level what?,Computer programming books are located on Level 1A under DDC 5. You can borrow them there.
programming_book,where programming books ah?,Computer programming books are located on Level 1A under DDC 5. You can borrow them there.
programming_book,Where is the programming section?,Computer programming books are located on Level 1A under DDC 5. You can borrow them there.
programming_book,Which level has the programming books?,Computer programming books are located on Level 1A under DDC 5. You can borrow them there.
programming_book,What floor are the programming books on?,Computer programming books are located on Level 1A under DDC 5. You can borrow them there.
programming_book,Where can I get a programming book?,Computer programming books are located on Level 1A under DDC 5. You can borrow them there.
programming_book,Which part of the library has programming books?,Computer programming books are located on Level 1A under DDC 5. You can borrow them there.
